Vertices
{
	"181.833,28.884,-168.812"
	"179.389,28.884,-171.334"
	"178.733,28.884,-170.658"
	"177.450,28.884,-169.317"
	"176.815,28.884,-168.748"
	"179.276,28.884,-166.248"
	"178.058,28.884,-171.369"
	"176.807,28.884,-170.097"
	"176.020,28.884,-169.302"
	"175.223,28.884,-170.077"
	"178.050,28.884,-172.897"
	"178.823,28.884,-172.134"
	"172.653,28.884,-167.499"
	"171.538,28.884,-168.688"
	"171.549,28.884,-172.171"
	"175.822,28.884,-176.412"
	"179.223,28.884,-176.463"
	"180.472,28.884,-175.355"
	"173.395,28.140,-176.841"
	"175.056,28.140,-178.528"
	"179.433,28.140,-178.008"
	"179.430,28.160,-181.318"
	"176.327,28.160,-181.722"
	"173.800,28.140,-177.243"
	"174.660,28.140,-178.110"
	"174.605,28.140,-178.987"
	"171.536,28.140,-181.999"
	"171.913,28.140,-182.765"
	"173.101,28.140,-183.995"
	"174.945,28.160,-184.476"
	"173.333,28.140,-177.650"
	"174.230,28.140,-178.561"
	"172.958,28.140,-177.298"
	"169.962,28.140,-180.216"
	"169.485,28.140,-180.687"
	"165.461,28.140,-178.784"
	"170.691,28.195,-172.925"
	"163.589,28.140,-176.630"
	"163.927,28.140,-176.273"
	"170.307,28.140,-168.630"
	"165.775,28.160,-168.599"
	"164.048,28.160,-169.603"
	"163.976,28.160,-172.569"
	"160.618,28.160,-169.618"
	"157.882,28.160,-168.630"
	"157.939,28.160,-170.056"
	"158.014,28.160,-172.151"
	"160.619,28.160,-172.518"
	"162.840,28.140,-175.171"
	"161.702,28.140,-176.315"
	"157.986,28.160,-175.473"
	"158.055,28.184,-177.422"
	"155.318,28.160,-175.419"
	"155.179,28.160,-171.936"
	"153.805,28.160,-171.025"
	"151.862,28.160,-172.918"
	"155.264,28.160,-169.937"
	"154.234,28.160,-169.484"
	"153.450,28.160,-170.340"
	"156.604,28.160,-168.611"
	"155.018,28.160,-168.706"
	"162.802,28.140,-177.447"
	"160.310,28.140,-180.072"
	"158.350,28.140,-180.394"
	"155.378,28.160,-177.405"
	"153.652,28.160,-180.310"
	"154.216,28.140,-180.391"
	"154.179,28.140,-180.805"
	"154.102,28.140,-182.160"
	"154.820,28.140,-182.600"
	"157.271,28.140,-182.586"
	"158.486,28.140,-182.539"
	"151.997,28.140,-180.589"
	"147.672,28.160,-177.244"
	"147.155,28.160,-176.748"
	"151.354,28.160,-172.598"
	"153.658,28.140,-180.805"
	"153.592,28.140,-182.194"
	"153.069,28.140,-181.638"
	"147.655,28.160,-178.558"
	"150.887,28.140,-181.645"
	"145.865,28.160,-179.154"
	"144.412,28.284,-181.521"
	"144.678,28.160,-179.217"
	"143.281,28.161,-180.584"
	"142.931,28.160,-183.122"
	"149.136,28.140,-188.096"
	"149.486,28.140,-187.731"
	"152.022,28.140,-182.738"
	"140.899,28.160,-184.725"
	"141.298,28.160,-186.402"
	"145.983,28.140,-191.124"
	"144.158,28.140,-192.958"
	"140.604,28.188,-194.593"
	"139.809,28.140,-193.829"
	"138.156,28.140,-192.153"
	"139.715,28.140,-189.293"
	"137.602,28.140,-188.831"
	"137.333,28.194,-191.322"
	"135.122,28.160,-188.649"
	"148.014,28.160,-196.780"
	"147.606,28.140,-201.179"
	"149.436,28.140,-201.824"
	"149.566,28.160,-195.195"
	"156.379,28.140,-198.469"
	"155.636,28.140,-199.507"
	"155.316,28.160,-199.873"
	"152.269,28.160,-202.863"
	"151.874,28.140,-203.247"
	"148.785,28.140,-203.757"
	"150.404,28.140,-205.354"
	"153.466,28.140,-204.891"
	"153.116,28.140,-204.498"
	"152.250,28.140,-203.581"
	"152.929,28.140,-207.397"
	"152.371,28.140,-208.032"
	"150.085,28.140,-205.708"
	"153.851,28.140,-204.555"
	"156.337,28.140,-202.361"
	"157.388,28.160,-203.406"
	"158.939,28.160,-206.412"
	"153.908,28.160,-208.186"
	"152.567,28.140,-203.238"
	"153.453,28.140,-204.191"
	"156.565,28.160,-209.820"
	"155.856,28.375,-210.460"
	"153.830,28.420,-208.434"
	"157.474,28.160,-210.711"
	"160.316,28.160,-209.366"
	"160.946,28.438,-208.584"
	"156.997,28.476,-211.594"
	"157.837,28.462,-212.397"
	"160.366,28.160,-205.005"
	"160.301,28.160,-204.404"
	"158.556,28.160,-202.430"
	"157.050,28.140,-201.642"
	"156.590,28.140,-201.104"
	"155.678,28.140,-200.136"
	"155.924,28.140,-199.854"
	"157.027,28.140,-200.757"
	"158.062,28.140,-199.907"
	"156.778,28.300,-198.727"
	"158.423,28.140,-200.194"
	"160.493,28.160,-204.241"
	"161.557,28.160,-203.240"
	"161.848,28.160,-202.976"
	"158.814,28.140,-199.944"
	"158.776,28.140,-199.475"
	"158.683,28.140,-198.579"
	"158.682,28.140,-196.946"
	"158.794,28.140,-193.860"
	"161.069,28.140,-193.613"
	"161.751,28.140,-193.620"
	"163.286,28.140,-193.642"
	"165.893,28.160,-197.144"
	"164.952,28.160,-198.808"
	"161.136,28.140,-193.039"
	"161.074,28.140,-191.764"
	"161.016,28.140,-190.827"
	"158.493,28.140,-190.859"
	"162.349,28.140,-204.051"
	"160.710,28.140,-205.790"
	"164.181,28.160,-208.999"
	"166.005,28.160,-207.187"
	"165.251,28.160,-206.414"
	"165.114,28.140,-201.288"
	"165.812,28.140,-201.937"
	"167.324,28.160,-204.365"
	"172.795,28.153,-198.697"
	"171.509,28.140,-196.304"
	"173.617,28.160,-199.503"
	"174.604,28.160,-198.511"
	"173.728,28.140,-197.594"
	"172.109,28.140,-195.810"
	"174.539,28.160,-196.735"
	"175.358,28.160,-195.445"
	"173.068,28.160,-194.921"
	"177.582,28.160,-194.716"
	"178.497,28.160,-193.816"
	"178.343,28.160,-192.820"
	"177.546,28.160,-190.988"
	"172.123,28.160,-193.693"
	"176.696,28.160,-189.248"
	"170.705,28.160,-193.015"
	"172.029,28.140,-185.063"
	"177.580,28.160,-186.794"
	"176.625,28.160,-185.033"
	"169.171,28.160,-194.137"
	"167.252,28.140,-189.097"
	"168.941,28.160,-187.428"
	"171.691,28.140,-184.651"
	"164.280,28.140,-191.979"
	"164.327,28.140,-192.623"
	"168.373,28.160,-196.688"
	"169.015,28.160,-196.020"
	"179.364,28.160,-186.908"
	"179.386,28.160,-182.526"
	"177.332,28.160,-182.931"
	"153.033,28.140,-183.165"
	"148.405,28.140,-194.085"
	"149.338,28.140,-193.153"
	"150.529,28.140,-191.930"
	"151.830,28.140,-191.820"
	"154.357,28.140,-191.675"
	"156.308,28.140,-191.675"
	"147.405,28.140,-192.588"
	"148.079,28.140,-191.984"
	"149.363,28.140,-190.772"
	"150.170,28.140,-189.422"
	"149.421,28.140,-188.417"
	"149.885,28.140,-187.953"
	"150.731,28.140,-188.870"
	"151.755,28.140,-189.522"
	"154.979,28.140,-183.314"
	"154.224,28.140,-189.830"
	"156.219,28.140,-189.829"
	"157.248,28.140,-183.266"
	"156.235,28.140,-190.873"
	"162.834,28.140,-190.829"
	"163.246,28.140,-189.702"
	"161.060,28.140,-183.196"
	"161.823,28.140,-182.671"
	"163.536,28.140,-182.690"
	"166.813,28.140,-188.441"
	"164.939,28.124,-190.331"
	"168.429,28.140,-186.879"
	"170.822,28.140,-184.461"
	"170.674,28.140,-184.022"
	"170.038,28.140,-183.305"
	"168.480,28.140,-182.028"
	"163.270,28.140,-180.940"
	"138.542,28.124,-195.143"
	"136.851,28.124,-193.393"
	"136.301,28.124,-193.434"
	"128.987,28.145,-200.704"
	"131.211,28.164,-202.970"
	"138.430,28.124,-195.703"
	"128.256,30.623,-205.850"
	"126.107,30.623,-203.653"
	"124.353,30.623,-205.313"
	"134.263,30.623,-215.535"
	"136.177,30.657,-213.830"
	"134.296,30.648,-211.892"
	"139.297,35.114,-206.768"
	"140.778,35.114,-205.288"
	"141.005,35.114,-205.520"
	"142.712,35.114,-207.205"
	"141.321,35.114,-208.811"
	"143.585,35.071,-206.344"
	"141.835,35.077,-204.572"
	"144.191,35.071,-206.921"
	"145.568,35.071,-205.238"
	"142.970,35.071,-202.726"
	"141.388,35.079,-203.991"
	"146.364,35.071,-204.511"
	"153.508,35.067,-206.783"
	"143.842,35.071,-201.909"
	"141.387,35.067,-194.847"
	"147.597,35.067,-192.689"
	"149.235,35.067,-194.335"
	"153.713,35.067,-198.879"
	"155.478,35.067,-200.680"
	"148.902,35.067,-191.415"
	"154.178,35.067,-176.436"
	"153.656,35.325,-176.411"
	"139.422,35.067,-190.881"
	"139.400,35.067,-192.808"
	"154.052,35.067,-188.999"
	"161.047,35.067,-182.185"
	"156.943,35.067,-199.212"
	"164.446,35.067,-192.030"
	"167.254,35.067,-192.785"
	"169.951,35.067,-195.447"
	"167.978,35.067,-197.395"
	"158.507,35.067,-207.078"
	"156.039,35.067,-209.203"
	"168.695,35.377,-198.086"
	"159.532,35.139,-207.446"
	"155.283,35.067,-197.546"
	"157.927,35.067,-192.989"
	"161.673,35.097,-190.087"
	"163.121,35.067,-190.784"
	"150.620,35.067,-193.061"
