name,0
mSHRenderMatrixRed.00,-0.02946
mSHRenderMatrixRed.01,0.01129
mSHRenderMatrixRed.02,-0.00295
mSHRenderMatrixRed.03,0.01615
mSHRenderMatrixRed.10,0.01129
mSHRenderMatrixRed.11,0.02946
mSHRenderMatrixRed.12,-0.0124
mSHRenderMatrixRed.13,0.12806
mSHRenderMatrixRed.20,-0.00295
mSHRenderMatrixRed.21,-0.0124
mSHRenderMatrixRed.22,-0.0547
mSHRenderMatrixRed.23,-0.03854
mSHRenderMatrixRed.30,0.01615
mSHRenderMatrixRed.31,0.12806
mSHRenderMatrixRed.32,-0.03854
mSHRenderMatrixRed.33,0.47927
mSHRenderMatrixGreen.00,0.01731
mSHRenderMatrixGreen.01,0.00204
mSHRenderMatrixGreen.02,0.00085
mSHRenderMatrixGreen.03,0.01025
mSHRenderMatrixGreen.10,0.00204
mSHRenderMatrixGreen.11,-0.01731
mSHRenderMatrixGreen.12,0.00302
mSHRenderMatrixGreen.13,0.10899
mSHRenderMatrixGreen.20,0.00085
mSHRenderMatrixGreen.21,0.00302
mSHRenderMatrixGreen.22,-0.03485
mSHRenderMatrixGreen.23,-0.05008
mSHRenderMatrixGreen.30,0.01025
mSHRenderMatrixGreen.31,0.10899
mSHRenderMatrixGreen.32,-0.05008
mSHRenderMatrixGreen.33,0.77076
mSHRenderMatrixBlue.00,0.0104
mSHRenderMatrixBlue.01,0.00305
mSHRenderMatrixBlue.02,-0.00043
mSHRenderMatrixBlue.03,0.01358
mSHRenderMatrixBlue.10,0.00305
mSHRenderMatrixBlue.11,-0.0104
mSHRenderMatrixBlue.12,-0.00259
mSHRenderMatrixBlue.13,0.11656
mSHRenderMatrixBlue.20,-0.00043
mSHRenderMatrixBlue.21,-0.00259
mSHRenderMatrixBlue.22,-0.03809
mSHRenderMatrixBlue.23,-0.0512
mSHRenderMatrixBlue.30,0.01358
mSHRenderMatrixBlue.31,0.11656
mSHRenderMatrixBlue.32,-0.0512
mSHRenderMatrixBlue.33,0.73327
xFogColour.x,0.3
xFogColour.y,0.6
xFogColour.z,0.9
xFogColour.w,1
xFogStart,15
xFogEnd,300
xFogMax,0.35
mKeyLightColour.x,0
mKeyLightColour.y,0
mKeyLightColour.z,0
mKeyLightColour.w,0
mKeyLightDirection.x,0.01
mKeyLightDirection.y,-1
mKeyLightDirection.z,-0.02
mCascadedShadowDistances.x,7.5
mCascadedShadowDistances.y,14
mCascadedShadowDistances.z,44
mCascadedShadowDistances.w,7.5
mBloomScale,9
mBlurWidth,4
mBlurDeviation,8
mExposureMinimum,0.5
mExposureMaximum,1.5
mDesiredLuminance,0.075
mTransitionRate,0.02
mShadowDepthBiases.x,0.001
mShadowDepthBiases.y,0.002
mShadowDepthBiases.z,0.003
mShadowDepthBiases.w,-0.126
mCSMAttenuationParameters.x,3
mCSMAttenuationParameters.y,6
mCSMAttenuationParameters.z,0.4
mCSMMaxYHeight,6
mAttenuatedLightDirection.x,0.01
mAttenuatedLightDirection.y,-1
mAttenuatedLightDirection.z,-0.02
mNumActiveShadowCascades,4
mBloom1Scale,1
mBloom1Width,2
mBloom1Deviation,8
mBloom2Scale,2
mBloom2Width,8
mBloom2Deviation,8
mBloom3Scale,4
mBloom3Width,12
mBloom3Deviation,8
mColourCubeIdx,5
mCombinedCameraBlurCutoff,0.001
mCombinedVelocityRangeScale,10
mCombinedCameraBlurScale,0.2
xCombinedDOFBlurWidth,1
xCombinedDOFBlurDeviation,4
xCombinedDOFNearFuzzy,0
xCombinedDOFNearSharp,3
xCombinedDOFFarSharp,20
xCombinedDOFFarFuzzy,100
xCombinedDOFBlendScale,2
mCombinedObjectBlurDepthOffset,0.005
mCombinedObjectBlurVelocityScale,1
mCombinedVelocityBlurBlendScale,10
mCombinedVelocityMagnitudeClamp,1
mCombinedQuantizedDepthMin,0
mCombinedQuantizedDepthMax,50
mCharacterRimLightColour.x,0
mCharacterRimLightColour.y,2
mCharacterRimLightColour.z,1
mZombieRimLightColour.x,0
mZombieRimLightColour.y,2
mZombieRimLightColour.z,1
mTintColour.x,1
mTintColour.y,1
mTintColour.z,1
mContrastMidpoint,0.5
mContrast,1
mSaturation,0.85
