name,0
mSHRenderMatrixRed.00,-0.00063
mSHRenderMatrixRed.01,0.00001
mSHRenderMatrixRed.02,-0.00003
mSHRenderMatrixRed.03,-0.00069
mSHRenderMatrixRed.10,0.00001
mSHRenderMatrixRed.11,0.00063
mSHRenderMatrixRed.12,-0.00529
mSHRenderMatrixRed.13,0.09071
mSHRenderMatrixRed.20,-0.00003
mSHRenderMatrixRed.21,-0.00529
mSHRenderMatrixRed.22,-0.00277
mSHRenderMatrixRed.23,0.00186
mSHRenderMatrixRed.30,-0.00069
mSHRenderMatrixRed.31,0.09071
mSHRenderMatrixRed.32,0.00186
mSHRenderMatrixRed.33,0.70759
mSHRenderMatrixGreen.00,0.00028
mSHRenderMatrixGreen.01,-0.00001
mSHRenderMatrixGreen.02,-0.00001
mSHRenderMatrixGreen.03,-0.00059
mSHRenderMatrixGreen.10,-0.00001
mSHRenderMatrixGreen.11,-0.00028
mSHRenderMatrixGreen.12,-0.00454
mSHRenderMatrixGreen.13,0.07647
mSHRenderMatrixGreen.20,-0.00001
mSHRenderMatrixGreen.21,-0.00454
mSHRenderMatrixGreen.22,-0.00168
mSHRenderMatrixGreen.23,0.00178
mSHRenderMatrixGreen.30,-0.00059
mSHRenderMatrixGreen.31,0.07647
mSHRenderMatrixGreen.32,0.00178
mSHRenderMatrixGreen.33,0.75638
mSHRenderMatrixBlue.00,0.00012
mSHRenderMatrixBlue.01,-0.00001
mSHRenderMatrixBlue.02,-0.00001
mSHRenderMatrixBlue.03,-0.00039
mSHRenderMatrixBlue.10,-0.00001
mSHRenderMatrixBlue.11,-0.00012
mSHRenderMatrixBlue.12,-0.00296
mSHRenderMatrixBlue.13,0.04946
mSHRenderMatrixBlue.20,-0.00001
mSHRenderMatrixBlue.21,-0.00296
mSHRenderMatrixBlue.22,-0.00114
mSHRenderMatrixBlue.23,0.00113
mSHRenderMatrixBlue.30,-0.00039
mSHRenderMatrixBlue.31,0.04946
mSHRenderMatrixBlue.32,0.00113
mSHRenderMatrixBlue.33,0.46969
xFogColour.x,0.6
xFogColour.y,1
xFogColour.z,1.9
xFogColour.w,1
xFogStart,15
xFogEnd,200
xFogMax,0.48
mKeyLightColour.x,0
mKeyLightColour.y,0
mKeyLightColour.z,0
mKeyLightColour.w,0
mKeyLightDirection.x,0.01
mKeyLightDirection.y,-1
mKeyLightDirection.z,-0.02
mCascadedShadowDistances.x,7.5
mCascadedShadowDistances.y,14
mCascadedShadowDistances.z,44
mCascadedShadowDistances.w,7.5
mBloomScale,9
mBlurWidth,4
mBlurDeviation,8
mExposureMinimum,0.3
mExposureMaximum,0.9
xDesiredLuminance,0.06
mTransitionRate,0.02
mShadowDepthBiases.x,0.001
mShadowDepthBiases.y,0.002
mShadowDepthBiases.z,0.003
mShadowDepthBiases.w,-0.126
mCSMAttenuationParameters.x,3
mCSMAttenuationParameters.y,6
mCSMAttenuationParameters.z,0.4
mCSMMaxYHeight,6
mAttenuatedLightDirection.x,0.01
mAttenuatedLightDirection.y,-1
mAttenuatedLightDirection.z,-0.02
mNumActiveShadowCascades,4
mBloom1Scale,1.5
mBloom1Width,2
mBloom1Deviation,8
mBloom2Scale,3
mBloom2Width,4
mBloom2Deviation,8
mBloom3Scale,6
mBloom3Width,8
mBloom3Deviation,8
mColourCubeIdx,5
mCombinedCameraBlurCutoff,0.001
mCombinedVelocityRangeScale,10
mCombinedCameraBlurScale,0.2
xCombinedDOFBlurWidth,1
xCombinedDOFBlurDeviation,4
xCombinedDOFNearFuzzy,0
xCombinedDOFNearSharp,3
xCombinedDOFFarSharp,20
xCombinedDOFFarFuzzy,100
xCombinedDOFBlendScale,2
mCombinedObjectBlurDepthOffset,0.005
mCombinedObjectBlurVelocityScale,1
mCombinedVelocityBlurBlendScale,10
mCombinedVelocityMagnitudeClamp,1
mCombinedQuantizedDepthMin,0
mCombinedQuantizedDepthMax,50
mCharacterRimLightColour.x,2
mCharacterRimLightColour.y,2
mCharacterRimLightColour.z,1
mZombieRimLightColour.x,2
mZombieRimLightColour.y,2
mZombieRimLightColour.z,1
