Vertices
{
	"142.694,-8.553,-15.275"
	"148.523,-8.553,-15.320"
	"148.552,-8.554,-8.226"
	"132.597,-8.554,-8.208"
	"132.645,-8.542,-15.311"
	"137.128,-8.551,-15.268"
	"137.053,-8.553,-19.090"
	"137.579,-8.553,-19.109"
	"142.328,-8.553,-19.140"
	"142.897,-8.553,-19.118"
	"141.985,-8.553,-22.238"
	"140.526,-8.553,-26.284"
	"137.158,-8.553,-22.075"
	"139.633,-8.553,-28.116"
	"135.413,-8.553,-25.918"
	"136.714,-8.552,-32.084"
	"133.288,-8.553,-28.625"
	"137.161,-8.552,-32.821"
	"137.136,-8.553,-33.648"
	"130.965,-8.552,-39.779"
	"125.423,-8.552,-34.504"
	"131.572,-8.552,-28.192"
	"132.883,-8.553,-28.284"
	"122.921,-8.552,-36.973"
	"120.221,-8.552,-39.686"
	"121.340,-8.552,-40.795"
	"129.400,-8.552,-47.909"
	"131.626,-8.552,-49.856"
	"136.443,-8.552,-45.224"
	"125.013,-7.387,-34.112"
	"122.664,-7.387,-36.410"
	"123.724,-7.387,-32.463"
	"121.095,-7.387,-34.964"
	"122.205,-6.050,-36.812"
	"120.801,-6.050,-35.366"
	"122.445,-6.050,-37.073"
	"119.747,-6.050,-39.640"
	"117.918,-6.050,-37.734"
	"120.653,-6.050,-34.931"
	"111.528,-6.050,-34.105"
	"112.889,-6.050,-32.832"
	"110.857,-6.050,-34.742"
	"106.736,-6.050,-30.710"
	"105.337,-6.050,-29.332"
	"123.909,-8.552,-53.389"
	"118.864,-8.547,-43.200"
	"112.444,-8.547,-52.131"
	"120.512,-8.552,-55.544"
	"121.524,-8.552,-55.918"
	"123.666,-8.552,-58.139"
	"126.277,-8.552,-55.634"
	"118.484,-8.552,-57.558"
	"109.423,-8.547,-55.439"
	"109.164,-8.552,-59.731"
	"113.348,-8.552,-63.895"
	"119.141,-8.552,-58.116"
	"108.778,-8.549,-48.498"
	"104.589,-8.557,-38.010"
	"104.396,-8.557,-37.350"
	"107.162,-8.555,-34.588"
	"108.699,-8.554,-32.874"
	"105.984,-8.555,-34.164"
	"106.903,-8.555,-33.197"
	"107.014,-8.554,-33.073"
	"105.394,-8.554,-31.274"
	"106.235,-8.554,-30.423"
	"105.007,-7.060,-31.544"
	"104.218,-7.060,-32.332"
	"103.223,-7.060,-31.429"
	"103.482,-8.557,-39.048"
	"103.078,-8.557,-38.624"
	"99.441,-8.559,-42.477"
	"100.649,-8.560,-43.673"
	"105.669,-8.551,-51.618"
	"93.601,-8.500,-50.149"
	"95.020,-8.558,-48.687"
	"100.226,-8.560,-44.074"
	"106.293,-8.553,-62.671"
	"98.853,-7.776,-43.737"
	"95.449,-7.776,-47.015"
	"94.264,-7.776,-48.375"
	"95.128,-6.899,-46.957"
	"93.842,-6.899,-48.136"
	"94.182,-6.899,-45.922"
	"91.877,-6.899,-48.043"
	"92.868,-6.899,-48.853"
	"93.823,-6.004,-45.612"
	"91.695,-6.004,-47.816"
	"91.554,-6.004,-43.111"
	"89.138,-6.004,-45.580"
	"91.443,-5.933,-47.985"
	"92.509,-4.510,-43.731"
	"94.156,-4.510,-45.479"
	"94.443,-4.408,-45.947"
	"105.990,-4.510,-34.453"
	"103.917,-4.510,-32.351"
	"88.970,-4.563,-45.963"
	"91.224,-4.563,-48.229"
	"106.172,-4.552,-63.058"
	"104.364,-4.550,-65.777"
	"103.533,-4.549,-66.606"
	"93.095,-4.551,-56.594"
	"85.756,-4.551,-49.352"
	"90.985,-4.510,-58.461"
	"81.950,-4.552,-55.828"
	"80.519,-4.552,-54.496"
	"108.726,-4.552,-70.269"
	"114.149,-4.552,-65.346"
