name,0
mSHRenderMatrixRed.00,-0.00371
mSHRenderMatrixRed.01,0.0039
mSHRenderMatrixRed.02,-0.00322
mSHRenderMatrixRed.03,0.0209
mSHRenderMatrixRed.10,0.0039
mSHRenderMatrixRed.11,0.00371
mSHRenderMatrixRed.12,-0.00377
mSHRenderMatrixRed.13,0.0904
mSHRenderMatrixRed.20,-0.00322
mSHRenderMatrixRed.21,-0.00377
mSHRenderMatrixRed.22,0.0005
mSHRenderMatrixRed.23,-0.01223
mSHRenderMatrixRed.30,0.0209
mSHRenderMatrixRed.31,0.0904
mSHRenderMatrixRed.32,-0.01223
mSHRenderMatrixRed.33,0.28745
mSHRenderMatrixGreen.00,0.00421
mSHRenderMatrixGreen.01,0.00423
mSHRenderMatrixGreen.02,-0.00693
mSHRenderMatrixGreen.03,0.03908
mSHRenderMatrixGreen.10,0.00423
mSHRenderMatrixGreen.11,-0.00421
mSHRenderMatrixGreen.12,-0.0044
mSHRenderMatrixGreen.13,0.16418
mSHRenderMatrixGreen.20,-0.00693
mSHRenderMatrixGreen.21,-0.0044
mSHRenderMatrixGreen.22,0.01122
mSHRenderMatrixGreen.23,-0.02355
mSHRenderMatrixGreen.30,0.03908
mSHRenderMatrixGreen.31,0.16418
mSHRenderMatrixGreen.32,-0.02355
mSHRenderMatrixGreen.33,0.54789
mSHRenderMatrixBlue.00,-0.00285
mSHRenderMatrixBlue.01,0.00507
mSHRenderMatrixBlue.02,-0.00549
mSHRenderMatrixBlue.03,0.03219
mSHRenderMatrixBlue.10,0.00507
mSHRenderMatrixBlue.11,0.00285
mSHRenderMatrixBlue.12,-0.00503
mSHRenderMatrixBlue.13,0.13654
mSHRenderMatrixBlue.20,-0.00549
mSHRenderMatrixBlue.21,-0.00503
mSHRenderMatrixBlue.22,0.00306
mSHRenderMatrixBlue.23,-0.0198
mSHRenderMatrixBlue.30,0.03219
mSHRenderMatrixBlue.31,0.13654
mSHRenderMatrixBlue.32,-0.0198
mSHRenderMatrixBlue.33,0.43787
xFogColour.x,0.2
xFogColour.y,0.4
xFogColour.z,0.8
xFogColour.w,1
xFogStart,15
xFogEnd,250
xFogMax,0.25
mKeyLightColour.x,0
mKeyLightColour.y,0
mKeyLightColour.z,0
mKeyLightColour.w,0
mKeyLightDirection.x,0.01
mKeyLightDirection.y,-1
mKeyLightDirection.z,-0.02
mCascadedShadowDistances.x,7.5
mCascadedShadowDistances.y,14
mCascadedShadowDistances.z,44
mCascadedShadowDistances.w,7.5
mBloomScale,9
mBlurWidth,4
mBlurDeviation,8
mExposureMinimum,0.6
mExposureMaximum,1.2
mDesiredLuminance,0.046
mTransitionRate,0.02
mShadowDepthBiases.x,0.001
mShadowDepthBiases.y,0.002
mShadowDepthBiases.z,0.003
mShadowDepthBiases.w,-0.126
mCSMAttenuationParameters.x,3
mCSMAttenuationParameters.y,6
mCSMAttenuationParameters.z,0.4
mCSMMaxYHeight,6
mAttenuatedLightDirection.x,0.01
mAttenuatedLightDirection.y,-1
mAttenuatedLightDirection.z,-0.02
mNumActiveShadowCascades,4
mBloom1Scale,2
mBloom1Width,1.5
mBloom1Deviation,8
mBloom2Scale,4
mBloom2Width,3
mBloom2Deviation,8
mBloom3Scale,8
mBloom3Width,6
mBloom3Deviation,8
mColourCubeIdx,5
mCombinedCameraBlurCutoff,0.001
mCombinedVelocityRangeScale,10
mCombinedCameraBlurScale,0.2
xCombinedDOFBlurWidth,1
xCombinedDOFBlurDeviation,4
xCombinedDOFNearFuzzy,0
xCombinedDOFNearSharp,3
xCombinedDOFFarSharp,20
xCombinedDOFFarFuzzy,100
xCombinedDOFBlendScale,2
mCombinedObjectBlurDepthOffset,0.005
mCombinedObjectBlurVelocityScale,1
mCombinedVelocityBlurBlendScale,10
mCombinedVelocityMagnitudeClamp,1
mCombinedQuantizedDepthMin,0
mCombinedQuantizedDepthMax,50
mCharacterRimLightColour.x,0.5
mCharacterRimLightColour.y,1.5
mCharacterRimLightColour.z,0.75
mZombieRimLightColour.x,0.5
mZombieRimLightColour.y,1.5
mZombieRimLightColour.z,0.75
