Vertices
{
	"-258.060,15.267,-140.914"
	"-256.185,15.267,-142.781"
	"-256.741,15.267,-143.262"
	"-258.571,15.267,-141.429"
	"-255.608,15.267,-144.387"
	"-259.671,15.267,-148.557"
	"-263.850,15.267,-144.444"
	"-259.760,15.267,-140.295"
	"-259.290,15.267,-139.717"
	"-257.528,15.267,-137.823"
	"-256.251,15.267,-139.078"
	"-254.355,15.267,-140.954"
	"-253.043,15.267,-142.261"
	"-254.785,15.267,-144.070"
	"-255.953,15.134,-138.804"
	"-254.016,15.134,-140.688"
	"-252.450,15.134,-142.247"
	"-251.489,15.134,-143.202"
	"-246.357,15.134,-137.983"
	"-248.112,15.134,-136.178"
	"-251.459,15.134,-132.847"
	"-256.850,15.134,-127.556"
	"-257.552,15.134,-137.198"
	"-262.600,15.134,-141.991"
	"-263.719,15.134,-140.836"
	"-266.830,15.134,-137.455"
	"-265.769,15.134,-143.016"
	"-269.022,15.134,-139.775"
	"-250.517,15.634,-131.911"
	"-247.175,15.634,-135.261"
	"-243.541,15.635,-134.153"
	"-246.357,15.634,-131.305"
	"-250.727,15.634,-126.875"
	"-253.069,15.634,-124.540"
	"-253.512,15.634,-124.103"
	"-255.547,15.634,-126.230"
	"-255.274,15.634,-127.230"
	"-245.203,15.634,-137.303"
	"-244.280,15.634,-137.252"
	"-242.332,15.634,-135.319"
	"-249.112,15.634,-125.328"
	"-241.893,15.637,-127.046"
	"-244.626,15.634,-129.788"
	"-251.920,15.634,-122.478"
	"-247.029,15.634,-117.549"
	"-241.348,15.636,-121.937"
	"-239.250,15.638,-124.067"
	"-240.341,15.637,-125.481"
	"-239.111,15.639,-129.716"
	"-241.934,15.636,-132.612"
	"-237.517,15.641,-128.268"
	"-230.816,15.635,-123.801"
	"-231.064,15.636,-122.658"
	"-238.479,15.639,-123.187"
	"-240.438,15.636,-121.075"
	"-240.845,15.634,-112.761"
	"-242.011,15.634,-112.724"
	"-236.663,15.635,-116.995"
	"-239.854,15.634,-113.777"
	"-239.652,15.645,-113.790"
	"-238.831,16.134,-112.773"
	"-235.591,16.134,-116.047"
	"-225.959,16.134,-125.992"
	"-224.516,16.134,-124.893"
	"-222.226,16.134,-122.540"
	"-228.646,16.134,-110.892"
	"-229.092,16.134,-110.402"
	"-230.732,16.134,-108.712"
	"-231.145,16.134,-108.247"
	"-243.583,16.134,-108.012"
	"-234.501,16.134,-104.620"
	"-234.176,16.134,-101.705"
	"-235.878,16.134,-100.083"
	"-220.464,16.134,-88.208"
	"-222.135,16.134,-86.242"
	"-217.913,16.134,-88.306"
	"-215.900,16.134,-86.228"
	"-218.958,16.134,-83.150"
	"-204.238,16.134,-102.112"
	"-202.057,16.134,-100.001"
	"-204.280,16.134,-104.511"
	"-201.763,16.134,-107.042"
	"-198.236,16.134,-103.845"
	"-217.896,16.134,-118.206"
	"-215.379,16.134,-120.728"
	"-220.368,16.134,-118.141"
	"-220.599,16.134,-124.189"
	"-219.627,16.134,-125.175"
	"-223.018,16.134,-126.456"
	"-222.089,16.134,-127.511"
	"-223.302,16.134,-128.669"
	"-226.688,17.634,-108.165"
	"-228.434,17.634,-106.382"
	"-226.353,17.634,-108.537"
	"-217.730,17.634,-117.131"
	"-204.803,17.634,-104.219"
	"-204.775,17.634,-102.403"
	"-218.266,17.634,-89.017"
	"-220.091,17.634,-88.907"
	"-232.985,17.634,-101.693"
	"-233.508,17.634,-102.257"
	"-233.551,17.634,-104.116"
	"-230.305,17.634,-107.422"
	"-227.783,17.634,-109.941"
	"-220.131,17.634,-117.564"
	"-218.297,17.634,-117.717"
	"-244.568,16.134,-107.035"
	"-244.610,16.134,-106.076"
	"-219.496,16.134,-81.015"
	"-218.394,16.134,-80.879"
	"-196.077,16.134,-104.310"
	"-196.043,16.134,-103.333"
	"-222.249,16.134,-129.585"
	"-221.146,16.134,-129.442"
	"-258.016,15.188,-126.221"
	"-260.272,15.188,-128.440"
	"-258.956,15.134,-129.798"
	"-258.087,13.674,-125.856"
	"-260.506,14.094,-128.127"
	"-259.814,13.674,-124.080"
	"-275.520,13.674,-139.778"
	"-269.755,14.094,-137.165"
	"-266.735,14.094,-134.138"
	"-265.051,14.094,-132.465"
	"-262.166,14.094,-129.602"
	"-260.739,14.094,-128.287"
	"-259.823,13.674,-129.176"
	"-261.216,13.674,-130.599"
	"-263.975,13.674,-133.417"
	"-265.695,13.674,-135.201"
	"-268.770,13.674,-138.285"
	"-270.188,13.674,-139.719"
	"-271.380,13.674,-140.889"
	"-272.091,13.724,-141.516"
	"-270.329,13.674,-141.949"
	"-268.949,13.674,-140.914"
	"-270.926,13.701,-142.640"
	"-271.351,14.094,-143.768"
	"-258.570,13.674,-151.250"
	"-259.163,14.094,-155.526"
