name,0
mSHRenderMatrixRed.00,-0.00187
mSHRenderMatrixRed.01,0.00125
mSHRenderMatrixRed.02,-0.00003
mSHRenderMatrixRed.03,0.00356
mSHRenderMatrixRed.10,0.00125
mSHRenderMatrixRed.11,0.00187
mSHRenderMatrixRed.12,-0.00019
mSHRenderMatrixRed.13,0.01734
mSHRenderMatrixRed.20,-0.00003
mSHRenderMatrixRed.21,-0.00019
mSHRenderMatrixRed.22,-0.00119
mSHRenderMatrixRed.23,-0.00058
mSHRenderMatrixRed.30,0.00356
mSHRenderMatrixRed.31,0.01734
mSHRenderMatrixRed.32,-0.00058
mSHRenderMatrixRed.33,0.07216
mSHRenderMatrixGreen.00,-0.00387
mSHRenderMatrixGreen.01,0.00214
mSHRenderMatrixGreen.02,-0.00058
mSHRenderMatrixGreen.03,0.00574
mSHRenderMatrixGreen.10,0.00214
mSHRenderMatrixGreen.11,0.00387
mSHRenderMatrixGreen.12,-0.00056
mSHRenderMatrixGreen.13,0.02853
mSHRenderMatrixGreen.20,-0.00058
mSHRenderMatrixGreen.21,-0.00056
mSHRenderMatrixGreen.22,-0.00288
mSHRenderMatrixGreen.23,-0.00217
mSHRenderMatrixGreen.30,0.00574
mSHRenderMatrixGreen.31,0.02853
mSHRenderMatrixGreen.32,-0.00217
mSHRenderMatrixGreen.33,0.11556
mSHRenderMatrixBlue.00,-0.0032
mSHRenderMatrixBlue.01,0.00164
mSHRenderMatrixBlue.02,-0.00071
mSHRenderMatrixBlue.03,0.00426
mSHRenderMatrixBlue.10,0.00164
mSHRenderMatrixBlue.11,0.0032
mSHRenderMatrixBlue.12,-0.00062
mSHRenderMatrixBlue.13,0.02241
mSHRenderMatrixBlue.20,-0.00071
mSHRenderMatrixBlue.21,-0.00062
mSHRenderMatrixBlue.22,-0.00248
mSHRenderMatrixBlue.23,-0.00235
mSHRenderMatrixBlue.30,0.00426
mSHRenderMatrixBlue.31,0.02241
mSHRenderMatrixBlue.32,-0.00235
mSHRenderMatrixBlue.33,0.09069
xFogColour.x,0
xFogColour.y,0.25
xFogColour.z,0.5
xFogColour.w,1
xFogStart,5
xFogEnd,250
xFogMax,0.25
mKeyLightColour.x,0
mKeyLightColour.y,0
mKeyLightColour.z,0
mKeyLightColour.w,0
mKeyLightDirection.x,0.8
mKeyLightDirection.y,-1
mKeyLightDirection.z,-0.02
mCascadedShadowDistances.x,7.5
mCascadedShadowDistances.y,15
mCascadedShadowDistances.z,50
mCascadedShadowDistances.w,7.5
mBloomScale,9
mBlurWidth,6
mBlurDeviation,9
mExposureMinimum,0.75
mExposureMaximum,1.55
mDesiredLuminance,0.025
mTransitionRate,0.02
mShadowDepthBiases.x,-0.126
mShadowDepthBiases.y,0.002
mShadowDepthBiases.z,0.003
mShadowDepthBiases.w,-0.126
mCSMAttenuationParameters.x,3
mCSMAttenuationParameters.y,6
mCSMAttenuationParameters.z,0.45
mCSMMaxYHeight,20
mAttenuatedLightDirection.x,0.01
mAttenuatedLightDirection.y,-1
mAttenuatedLightDirection.z,-0.02
mNumActiveShadowCascades,4
mBloom1Scale,1.5
mBloom1Width,2
mBloom1Deviation,8
mBloom2Scale,3
mBloom2Width,5.5
mBloom2Deviation,8
mBloom3Scale,6
mBloom3Width,8
mBloom3Deviation,8
mColourCubeIdx,5
mCombinedCameraBlurCutoff,0.001
mCombinedVelocityRangeScale,10
mCombinedCameraBlurScale,0.2
xCombinedDOFBlurWidth,1
xCombinedDOFBlurDeviation,4
xCombinedDOFNearFuzzy,0
xCombinedDOFNearSharp,3
xCombinedDOFFarSharp,20
xCombinedDOFFarFuzzy,100
xCombinedDOFBlendScale,2
mCombinedObjectBlurDepthOffset,0.005
mCombinedObjectBlurVelocityScale,1
mCombinedVelocityBlurBlendScale,10
mCombinedVelocityMagnitudeClamp,1
mCombinedQuantizedDepthMin,0
mCombinedQuantizedDepthMax,50
mCharacterRimLightColour.x,0.6
mCharacterRimLightColour.y,1.2
mCharacterRimLightColour.z,0.3
mZombieRimLightColour.x,0.6
mZombieRimLightColour.y,0.12
mZombieRimLightColour.z,0.3
